1571666085,1,26,1,"CA,C2;C7,C9;D7,D8;DJ,DK;S5,S7;D5,D6;D10,DQ;S4,S6;CJ,C10;D4,D2;CK,C8;S2,SJ;SQ,C3;HJ,D9;H10,CQ;H2,H4;H9,DA;H7,HK;H6,H8;H5,C6;SA,HQ;SK,C5;S10,C4;S9,HA;S8,D3;S3,H3"
1571666085,1,26,1,"CA,C2;C4,C6;SQ,SA;S10,SJ;S7,S8;D9,D4;S2,SK;C10,CJ;D8,D10;DA,D2;S3,S6;DK,D3;S4,S5;C5,C8;H10,S9;H9,HA;H6,H7;CK,C7;H2,HJ;H8,CQ;H5,C9;DQ,HQ;DJ,C3;D7,H3;D6,HK;D5,H4"
1571666085,1,4,1,"CK,C2;D10,DJ;D9,DQ;S8,S10;D4,D5;S5,S7;C9,C4;C10,CJ;CQ,C7;CA,C5;S2,S3;HK,C8;H2,H6;H10,C3;SJ,SK;H7,H3;H8,H4;S4,S6;SA,HQ;DA,H9;DK,HJ;D8,HA;D7,SQ;D6,H5;D3,C6;D2,S9"
1571666085,1,26,1,"CK,C2;D3,D2;D6,D9;DK,DA;S6,S7;C5,C6;C8,C9;SK,SA;S2,S4;S9,S10;S5,S3;D7,D4;DQ,D8;S8,SJ;SQ,DJ;HK,D5;HJ,HQ;H6,H10;H5,H8;CQ,CA;H2,H7;CJ,H9;C10,D10;C7,H4;C4,H3;C3,HA"
1571666085,1,11,1,"CA,C2;C6,C10;S6,S7;D7,D9;DK,DA;D2,D3;C7,C5;D4,D6;C8,C3;D5,D8;S3,S4;SQ,SK;S9,S10;S2,S5;D10,DJ;CQ,C4;DQ,CK;S8,SJ;H3,H4;H6,H5;SA,HA;C9,HQ;CJ,H10;H8,H2;H9,H7;HK,HJ"
1571666085,1,26,1,"C7,C2;CJ,CA;D7,D8;SQ,SA;D6,D3;D10,D5;DJ,D2;C4,C8;HA,D9;S8,S9;S5,S2;C5,C9;H2,H3;HK,DA;H10,DK;H8,HJ;H7,D4;S4,S6;H6,DQ;S10,SJ;H5,H9;C10,C3;H4,HQ;C6,CK;S7,SK;S3,CQ"
