1571662825,1,9,0,"CA,C2;C3,C10;D5,D2;C5,CK;D7,D9;C7,C9;S9,S10;S4,S5;DK,DA;SJ,SQ;S2,S6;D6,D4;C6,C8;D10,D3;CJ,C4;DQ,DJ;S8,S3;SK,S7;SA,H10;H4,H2;H6,HK;H8,H9;HA,H5;H7,H3;HJ,CQ;HQ,D8"
1571662825,1,6,0,"CK,C2;D4,D10;D5,D3;D6,D9;SJ,SQ;S4,S2;D8,DK;CJ,CQ;DA,DJ;C3,C8;HK,D7;H6,H7;HJ,DQ;H10,D2;C9,C10;C5,C6;C7,CA;SK,SA;S9,S10;S3,S5;H9,HA;H4,H3;C4,H8;S6,H2;S7,H5;S8,HQ"
