1571666344,1,26,1,"CK,C2;C5,C3;C7,C10;C8,C4;D2,DQ;D8,D9;SQ,C6;HJ,CJ;H7,HK;H6,CA;S3,S2;H2,H5;S8,S4;H3,H10;D6,D7;S7,S9;D10,D3;H4,H8;S10,SJ;D5,DJ;DA,CQ;SK,SA;DK,HQ;D4,HA;S6,C9;S5,H9"
1571666344,1,3,1,"C8,C2;S3,S4;DQ,DK;C6,C9;S8,S9;D8,DJ;C5,C7;CQ,CK;D7,D9;SQ,SK;S10,S2;S7,S5;SA,S6;D2,DA;C10,CJ;D4,D10;HA,SJ;H4,H5;HJ,HQ;CA,C3;D3,D6;H6,H2;C4,HK;H3,H7;H10,D5;H8,H9"
1571666344,1,11,1,"C10,C2;D7,DQ;SQ,SK;C7,C8;C3,C4;S9,SJ;C5,C6;S5,S7;CQ,CK;S8,S10;D2,D3;S4,S6;D5,D4;DK,D9;S2,D8;S3,D6;SA,H10;C9,H3;CJ,H7;CA,HQ;H5,H4;H6,H9;HA,H2;H8,D10;HJ,DJ;HK,DA"
1571666344,1,4,1,"CA,C2;C3,CQ;D8,D9;D5,D6;C5,C4;C8,C6;C10,C7;CK,CJ;S3,S4;HA,C9;H9,HJ;S5,S6;H3,H6;D4,D3;H7,HQ;S9,SQ;S8,S2;H8,H4;HK,H10;SK,S10;SA,S7;D7,D10;DA,SJ;DK,H5;DQ,H2;DJ,D2"
1571666344,1,5,1,"C6,C2;DJ,DK;CJ,CK;S9,SJ;S5,S3;C3,C4;S6,S2;C9,C10;S8,S10;D9,DQ;D6,D10;SQ,C8;D5,D7;D4,DA;SA,S4;D2,D8;HA,CQ;H5,H10;H2,H3;H4,H7;HK,C5;HQ,H8;D3,H6;HJ,H9;S7,CA;SK,C7"
1571666344,1,26,1,"CQ,C2;D9,DQ;C10,CK;D8,DJ;S4,S3;C4,CA;D6,D7;D5,D10;SK,SA;SJ,SQ;D3,D4;S5,S6;S7,S2;S9,S10;C7,C5;C6,C8;HA,CJ;HJ,HQ;HK,C9;H8,H9;H3,H5;DA,D2;DK,S8;H2,H4;H10,C3;H6,H7"
1571666344,1,26,1,"CK,C2;C3,C7;SQ,SK;S6,S7;D8,DJ;D7,D9;D6,D10;C10,CA;DQ,DK;C4,C5;S10,SJ;C9,CJ;HA,C8;H9,CQ;H3,H4;S4,S8;S3,S5;H8,C6;H7,HQ;H2,H10;SA,HK;S9,HJ;S2,H5;DA,H6;D5,D4;D2,D3"
