1571665650,1,17,1,"CK,C2;S7,S2;S8,S6;S10,SJ;HK,S3;H5,H8;DQ,DK;HQ,SA;H3,H2;H9,H7;HJ,HA;CQ,CA;C8,C9;CJ,S9;D9,D10;C10,H4;C7,H10;D7,D8;C6,H6;D3,D4;C5,C4;D2,SQ;D5,SK;D6,S5;DJ,S4;DA,C3"
1571665650,1,26,1,"CA,C2;C3,C9;SK,SA;C5,C4;C6,CJ;S9,SQ;D4,D2;C10,C7;CK,C8;S2,S4;D3,D5;DQ,DA;DJ,DK;HJ,CQ;H9,HQ;H7,HK;S8,S3;S6,S5;S7,S10;D7,D8;H6,H10;H3,HA;H2,H4;D10,SJ;D9,H8;D6,H5"
