1571666301,1,15,0,"CQ,C2;C4,C3;C7,CA;D4,D6;D3,D8;D2,D5;CJ,CK;D9,D7;C10,C6;D10,SJ;DJ,H8;DQ,S5;DK,H10;DA,SQ;H2,H9;H7,HJ;HK,C9;HQ,C8;H4,C5;S7,S9;S4,S8;H3,HA;SA,H6;S2,S3;SK,H5;S10,S6"
1571666301,1,13,0,"CK,C2;S2,S7;CQ,CA;S9,SJ;D8,D10;D5,D7;DJ,DQ;D4,D3;DK,D9;DA,D2;S6,S8;C4,C5;SQ,S3;SK,S5;SA,S10;C3,C7;HK,S4;H10,D6;C8,C9;H9,HJ;H6,H8;H5,H7;H2,HQ;CJ,H4;C10,HA;C6,H3"
