1571050955,3,0,0,"C8,C10,C9,C2;SQ,SJ,CJ,S7;S10,C5,C4,C3;S8,DA,DJ,D5;S3,D4,SK,SA;S4,D10,S6,S9;D3,DQ,HA,DK;HK,H5,H2,H3;D8,HQ,HJ,D9;H9,H8,CA,H10;H6,H7,CK,D7;C7,H4,S2,D2;CQ,S5,C6,D6"
1571050955,3,1,0,"C6,CA,C3,C2;D3,DQ,D6,DJ;SK,S8,S3,SQ;D7,H8,D2,D5;H2,H6,H5,H3;C4,CJ,C8,C9;H7,HK,HA,H4;SA,S10,S2,S4;SJ,D10,D4,D8;DA,H10,HJ,H9;S6,CK,S7,S9;C10,DK,C7,CQ;C5,D9,HQ,S5"
