1569982434,3,8,3,"C6,C5,C9,C2;S6,SJ,S10,S3;D4,DJ,DA,D7;S9,SQ,S4,S5;D8,DK,D10,D9;C8,DQ,CJ,CK;S7,SA,S8,D6;SK,D3,H2,C3;HJ,H9,H10,H7;H3,HQ,H5,HK;CA,C10,HA,H4;CQ,C4,D5,H8;D2,C7,S2,H6"
1569982434,3,4,3,"C10,CJ,C3,C2;SQ,S9,SJ,S7;C9,D6,C7,C6;S4,S3,S6,SA;C4,S10,C5,CQ;S2,SK,CK,S5;D8,D10,DA,D7;D3,D5,D2,DQ;S8,C8,DK,D9;D4,HQ,DJ,HJ;HK,H9,H8,HA;H3,H7,H5,H10;H4,H6,CA,H2"
