1570031192,3,13,0,"C7,C3,C8,C2;D10,DQ,D8,D6;CQ,CA,C4,SA;D4,D7,CJ,D3;D5,SK,D9,DA;S6,SQ,S5,S8;C5,C6,C9,S7;S2,S9,S4,S10;SJ,S3,DJ,DK;H9,H2,HA,H7;HQ,HJ,H8,H5;H4,CK,H6,H3;HK,C10,D2,H10"
1570031192,3,0,0,"S10,C6,C3,C2;SA,S6,S9,SK;DK,D2,D10,D4;SJ,S8,SQ,S2;D8,D3,D7,DA;S4,CQ,C9,S5;DQ,S7,CK,DJ;D5,S3,C8,D6;C10,C5,CJ,D9;C4,H5,H3,HQ;C7,H4,H10,HK;CA,HA,H8,HJ;H9,H6,H2,H7"
