1569982545,3,0,2,"C3,C6,C5,C2;S10,S4,S3,S5;S9,S7,SQ,SK;C10,C9,CQ,D8;D3,DA,DJ,D4;CJ,C4,CK,D9;D6,DK,S6,D2;C7,C8,D10,SJ;S2,DQ,S8,SA;D5,HA,D7,H4;H7,HK,H3,H6;HQ,HJ,H5,H10;CA,H9,H8,H2"
1569982545,3,26,2,"CK,CJ,C3,C2;S2,S10,SA,S3;D10,D8,DK,DJ;DQ,C5,D5,D7;DA,C4,D3,D9;S5,C10,S6,SJ;D2,C9,D6,C8;C7,CA,CQ,C6;S9,H10,S4,S8;SK,HK,SQ,S7;HQ,H6,H3,H5;HA,H4,H2,H8;D4,H7,H9,HJ"
