1571051484,3,5,1,"C6,C5,C3,C2;H8,C7,CQ,C10;S5,SK,CK,C8;D2,DK,DQ,D6;DA,D7,D5,D9;S2,SJ,S9,S8;H4,HK,H3,H5;HQ,HA,HJ,H7;S7,H9,C9,C4;S10,S6,D10,S4;H2,D8,D3,D4;CA,SQ,S3,H6;CJ,DJ,SA,H10"
1571051484,3,13,1,"C10,C4,C5,C2;CA,D7,C7,C3;D3,D4,DJ,D9;D6,D10,DK,D8;S10,SQ,S4,S5;HQ,CJ,CK,C8;C6,H8,SJ,C9;S3,S6,S2,S7;H2,H9,H5,H6;H10,H4,H7,H3;HA,S8,S9,SA;D5,D2,HK,HJ;SK,CQ,DA,DQ"
