1570125012,3,1,2,"C7,CJ,CA,C2;S2,S5,S3,SA;S8,SQ,S10,SJ;CQ,C4,C3,CK;C9,D6,H7,C10;H5,HK,HQ,H9;DQ,D8,D3,D5;D9,D2,DK,D4;H10,H2,H8,DJ;HJ,H6,C8,DA;S9,HA,C6,S7;D10,H4,D7,S6;S4,H3,C5,SK"
1570125012,3,5,2,"C4,C7,CA,C2;DK,D7,D5,D2;D4,H6,DQ,D10;D3,DJ,D8,HK;H5,H2,HQ,HA;CK,C5,C9,C6;S4,SJ,S8,S3;H10,H3,HJ,H8;CJ,DA,CQ,C3;S5,S9,H4,S10;SK,S6,S2,D6;C10,C8,SA,H9;SQ,S7,D9,H7"
