1569978203,3,0,1,"C2,CK,C5,C6;CQ,CA,C7,D3;S8,SQ,S5,SK;D8,DA,D7,DK;D5,D10,D4,D9;D2,D6,S4,SA;C3,S10,S2,C9;S7,SJ,S6,S9;DQ,H9,HK,H7;DJ,H3,H10,C8;H5,H4,C4,HQ;C10,H6,HA,CJ;S3,H8,H2,HJ"
1569978203,3,0,1,"C2,CJ,C8,CA;DJ,D9,DK,D4;S7,S5,S8,S3;C6,D8,C5,C7;S4,D7,S10,SQ;CK,D3,C4,CQ;C9,D10,D2,C3;D5,D6,DA,DQ;SK,H5,SJ,C10;SA,H8,S9,HA;S6,H3,S2,HJ;HK,H2,H6,H4;HQ,H9,H7,H10"
