1569980754,3,23,0,"C3,C8,C5,C2;C6,CK,C10,CA;S9,SQ,S10,S8;SA,S5,SJ,S3;S2,DJ,S6,D4;C4,C9,C7,D7;D10,D2,DQ,D9;S4,S7,DK,D3;CQ,H7,H5,HK;H9,H2,HQ,H10;DA,D8,D5,H4;SK,H8,H6,H3;D6,HA,CJ,HJ"
1569980754,3,0,0,"C3,CJ,C5,C2;S8,S9,SK,S4;C4,C7,D2,DJ;DQ,DK,D3,D10;SA,S2,D8,S10;D5,D7,C10,D9;D4,D6,CK,DA;SQ,S5,H3,HK;HQ,H7,H5,H2;SJ,S6,CA,H8;S3,HA,C6,HJ;H10,C9,H9,H4;S7,C8,CQ,H6"
