1569980796,0,17,0,"CJ,C9,CK,C2;CQ,C3,C4,C10;C7,C5,C8,SA;DK,DA,D4,DQ;CA,S3,D5,DJ;D10,D7,D9,D3;C6,D8,SQ,SJ;S9,S8,S5,S4;D6,S2,D2,S6;HJ,HQ,H5,H9;H2,H4,H6,H10;H8,HK,S10,HA;H7,S7,SK,H3"
1569980796,0,18,0,"C5,C9,C8,C2;S4,S10,S3,SJ;D2,D3,DK,D4;D5,DA,DJ,D6;CK,CQ,C4,C3;S6,SQ,S9,SA;S8,DQ,S2,SK;C10,C7,CJ,S7;D9,S5,D7,D10;D8,H3,C6,CA;HK,HA,HQ,H5;H4,H2,H9,H6;H7,H8,H10,HJ"
