1569979543,0,0,0,"C4,C3,C10,C2;D6,D4,DJ,D5;S7,S4,SQ,S6;C5,CK,C7,CJ;D8,CA,DQ,DA;C8,S8,C9,D3;DK,S5,SA,D10;D2,H6,S9,D7;H10,H5,H8,H4;SJ,H7,S10,S3;S2,H3,HQ,SK;HJ,HK,CQ,H9;HA,C6,D9,H2"
1569979543,0,21,0,"C4,CQ,CK,C2;SA,S6,SQ,D2;S5,S7,S2,C3;C9,C10,CJ,C7;DJ,DQ,D10,D9;C8,DA,D4,C5;S3,S4,D8,S8;D6,D7,D5,SJ;H5,H6,HJ,HK;CA,H4,HA,C6;DK,D3,H2,H10;S10,HQ,H3,SK;H7,H9,H8,S9"
