1571051521,0,19,0,"CJ,CA,C7,C2;C9,S7,S9,SJ;H7,SA,S4,SK;S5,S2,DK,S3;H5,H6,HQ,H4;HK,S6,C8,S8;D4,C4,C10,CQ;D6,SQ,C3,C5;H8,HJ,HA,H3;DQ,DJ,D7,DA;D8,D9,D2,D3;S10,H9,C6,H10;D10,D5,CK,H2"
1571051521,0,1,0,"CK,C3,C4,C2;S10,S5,SQ,S3;D2,DQ,DA,D6;C8,CA,C7,C9;S7,S9,HQ,S8;C10,C5,SK,CJ;DJ,SJ,DK,D5;H4,HK,HA,H3;H6,H7,H10,HJ;S2,D7,CQ,C6;H8,SA,D4,D8;H9,S4,D9,D10;S6,H5,H2,D3"
