1569980783,0,0,3,"C4,C8,CA,C2;D10,D8,DQ,D4;S5,SK,S4,SJ;D3,DJ,D9,D6;C6,C5,CK,C3;S9,S10,SA,S6;CJ,C7,D5,C10;S7,S3,S2,SQ;D2,D7,S8,DK;DA,H6,H7,H2;HJ,H4,HA,HK;H10,CQ,H3,H8;HQ,C9,H5,H9"
1569980783,0,0,3,"C4,C5,C10,C2;D4,D2,DQ,D6;SJ,S4,S6,S8;CK,C7,C8,CA;D7,DK,D10,D8;SK,S3,S2,SA;D9,D5,D3,S5;DJ,CQ,C3,C9;DA,CJ,S9,C6;H8,H9,H3,H5;HA,H10,H7,H4;HK,S7,HQ,HJ;H6,S10,H2,SQ"
