1571050941,1,0,3,"CQ,C5,CJ,C2;C9,C3,C4,C7;DA,DJ,D10,D8;D9,D3,D5,D4;SQ,S8,S5,SA;S9,D2,D6,D7;C6,S3,S4,S6;C8,S2,S10,SK;CK,C10,S7,CA;H6,H7,HK,SJ;H3,H2,H4,H10;HJ,H8,HA,H9;DQ,H5,DK,HQ"
1571050941,1,0,3,"C3,C6,C8,C2;D8,DA,D7,DJ;S7,SJ,S5,S6;C7,D5,CK,CJ;DK,D9,D10,D2;S4,S10,S2,SQ;DQ,SA,C9,S9;HQ,S3,C4,S8;D6,H9,HJ,SK;H2,HK,H8,H6;C5,HA,C10,CQ;H5,H4,H7,D4;CA,H10,H3,D3"
