1569977233,1,0,2,"C2,CJ,C8,C10;S10,SQ,S6,SK;CQ,C7,CA,HK;D10,DJ,DA,D3;D4,D7,D2,D5;S9,S7,SA,S4;C9,H8,C4,H9;C5,HA,DK,HJ;C3,H10,S5,D6;CK,S3,H3,DQ;C6,S8,S2,D8;H5,H2,H6,H4;H7,SJ,HQ,D9"
1569977233,1,4,2,"C2,C6,C5,C10;SK,S10,S2,S9;SA,S5,S7,S6;S4,S8,D9,D8;D6,D10,DQ,DK;C8,CJ,C7,CA;SQ,HA,D3,HK;SJ,H10,H5,CK;S3,C3,H3,C9;HJ,H7,HQ,H9;D5,D2,H4,D7;CQ,DJ,H6,D4;C4,DA,H2,H8"
