1569982453,1,17,2,"C10,C6,C4,C2;CQ,C3,C7,CA;D8,D7,D5,CJ;C8,SA,SJ,CK;S4,D9,SK,S2;DQ,D6,D4,S7;D3,D10,DJ,S5;S9,H10,SQ,S8;H3,H9,H6,H8;HK,HQ,HJ,S10;HA,DA,H4,C9;H5,S6,H7,DK;C5,S3,H2,D2"
1569982453,1,3,2,"C10,CK,CA,C2;D10,DJ,D7,D8;S7,SK,SQ,SJ;S2,S9,S3,S10;C7,C5,CQ,C8;DQ,D5,D4,D3;DK,D2,D6,CJ;S5,S8,S6,S4;D9,DA,C3,C4;C9,H3,H6,HK;H4,H9,HA,HQ;H2,H5,SA,H8;H10,HJ,C6,H7"
