1569982552,2,13,2,"CA,CQ,C7,C2;D3,D4,D10,DJ;C9,S2,C5,CK;D5,D8,D6,DQ;C6,S7,C4,C10;S5,SJ,S8,S9;DA,DK,C8,D9;SQ,S10,C3,S3;D2,SA,CJ,D7;S4,HJ,H9,H10;HA,H7,HQ,H3;S6,HK,H5,H6;SK,H4,H8,H2"
1569982552,2,9,2,"C9,CK,C7,C2;D8,D6,D5,D7;DJ,D2,DK,DQ;SA,S3,S6,S9;SK,S4,S10,S2;C8,C5,C6,CA;D10,D9,S7,DA;CJ,SJ,C10,D3;D4,SQ,C4,H2;H3,H6,H9,H10;H5,H8,H7,C3;HK,H4,S5,HA;HQ,HJ,CQ,S8"
