1571051108,2,0,3,"CJ,C7,C8,C2;C3,CQ,C6,C4;SA,S10,S3,S4;DK,D6,D8,D2;SJ,CA,C9,CK;D3,S5,D4,D10;D5,C5,DQ,D9;H3,S9,SQ,S8;H2,HJ,H9,H6;H8,HA,H5,H4;H7,H10,S2,HK;S6,DA,SK,HQ;S7,D7,DJ,C10"
1571051108,2,0,3,"S3,C10,C5,C2;C9,CJ,H10,CK;HQ,HK,H5,H2;S10,HJ,H6,H9;C7,C8,D5,C6;D7,DJ,DQ,DK;D9,DA,S9,D6;H4,H3,D10,HA;C4,C3,D8,CQ;SK,SJ,S2,H7;CA,S7,D2,H8;SQ,S6,S4,SA;S8,S5,D3,D4"
