1569982579,2,8,2,"C4,C9,C8,C2;D10,D3,D5,D9;D2,D7,D8,DA;SK,SJ,S6,S9;S7,C6,S3,S2;SQ,CA,SA,S5;C5,C7,CK,CJ;S8,D4,S10,DQ;C3,CQ,C10,DK;DJ,H4,H5,D6;H3,HQ,H2,H9;HJ,H6,H8,H10;HK,S4,HA,H7"
1569982579,2,26,2,"C3,C5,C10,C2;D10,DJ,D2,DA;D5,D7,D4,D6;S9,SA,S5,SJ;S10,S3,S6,S4;C7,DK,CJ,C6;C4,D9,CQ,CK;D8,C8,DQ,SK;S8,S7,SQ,S2;CA,C9,HJ,D3;HK,HQ,H9,H8;H7,H5,H4,H6;HA,H3,H10,H2"
