1569979549,2,13,0,"C5,C8,C6,C2;DA,D3,D6,DQ;CQ,C7,C10,CA;D5,D2,S6,D4;D8,DJ,S9,D10;S2,SQ,S4,S3;S5,SJ,D9,S7;SA,CJ,S10,S8;D7,HA,HJ,C9;HK,H6,H8,H5;H7,H9,C3,H3;H10,SK,H4,H2;HQ,CK,DK,C4"
1569979549,2,3,0,"C4,CJ,C9,C2;S9,SK,S5,D5;DQ,D6,D4,DK;S6,SA,D9,SQ;D2,D3,D7,SJ;C10,CA,C3,C7;D10,C8,D8,S7;C6,CQ,C5,S8;S2,S4,H10,H2;S3,H3,H7,H4;DA,HJ,DJ,HK;S10,H6,HA,HQ;H8,H5,CK,H9"
